Country,Restaurant Name,Sentiment,Review Title,Review Date,Review
France,The Frog at Bercy Village,Negative,Shocked by the great reviews,Dec 2011 •,"I made reservations at Ad Hoc based on the Trip Advisor reviews. I'm assuming we were there on an 'off' night, because it was an awful experience. 

First, they could not find my reservation. I had to go through my emails for 20 minutes before they 'found' our table. 

More importantly, though, the food was disgusting! We literally left most of it on the plates. Mu husband had the ""Land and Sea"" tasting menu and I had the ""Roman Style"" tasting menu, both with wine pairings. I had such high expectations, but the food looked and tasted like over-salted, previously frozen left overs. My meat course was supposed to be Ham Roulades, but all I remember to this day are dried out discs of mystery meat on my plate. 

The best part of the meal was the wine, but the food certainly wasn't worth the effort."
France,The Frog at Bercy Village,Negative,Our worst dining experience in Rome,May 2012 •,"Having had some really good food during our stay in Rome some meals costing only a few Euros, we decided to top off our last evening by visiting this restaurant which had good reviews on TA.
It was a memorable evening, unfortunately for all the wrong reasons.
We made a reservation an hour before, although they will have you believe the restaurant is so exclusive you must book a long way ahead. There were empty tables the night we went.
The specialism at this venue is a ""tasting menu"" accompanied by wine with each course at a cost of between 79 euros and 129 euros. We went for this as the individual menu was also very expensive.
Having been at the restaurant over an hour we had only just had our cold starter which although pretty to look at, tasted of nothing.
Almost an hour after that we were served a pasta course which for me was 3 different variations on pasta carbonara. Again nicely presented but almost cold. I would have sent it back but couldnt catch anyones eye. Therfore most of it was left and when the waitress came for the plates I told her I was disappointed in the dish. She said she was sorry I was disappointed.
We had been in the restaurant almost 2 and a half hours before the main course arrived by which time another party of 4 had left before finishing their courses. As only one of them spoke English or Italian they were at somewhat of a disavantage but were clearly unhappy and again there was a bland response to their concerns.
When our main course arrived I again said how disappointed I was with the experience thus far and that as it was now almost 10-30pm my appetite had waned. The lady serving said it wasnt her fault, they were at the mercy of the kitchen and chef so I offered to spaek personally to the chef, manager, owner, whoever was available. My offer was not taken up but several minutes later I was approached by another member of waiting staff who had come to tell me that my choice of desert was no longer available and would I like strudel. I declined and repeated my disappointment with the restaurant overall. She said she was sorry but the problem clearly lay with me as another customer had that evening had the same menu as I and he had enjoyed it and perhaps I lacked appreciation that all the food was freshly cooked. My response was that I could have cooked fresh carbonara in a lot less time than almost 1.5 hours plus and also produced it hot enough to eat.
She seemed keen to engage me in an arguement which I declined and we left soon after having spent 3 hours and over 200 euros for a mediocre meal in a very pretentious atmosphere which showed you dont always get what you pay for. They deducted 19 euros from the bill in consideration of the desert being unavailable.
On the plus side, the wine courses were good, not great but good and my husband said his beef was of the best quality.
In summary if pretentious snobbishness with astronomical prices appeals more than good honest food then this is the place to go but there are far better places in Rome with better food and service at a fraction of these prices."
France,The Frog at Bercy Village,Negative,Overrated Tourist Trap,Mar 2012 •,"Living in Rome for almost five years, we have explored the Roman food scene and have truly found some gems. Over the years though, we have become somewhat complacent with our bubble of comfortable restaurants that we have discovered.

Now about to move from Rome, I got curious and checked trip advisor to see what others had thought of our beloved restaurants. Surprisingly, most of the highest rated restaurants I had never been to. Seeing this, I got ever more curious: perhaps we had missed out on a whole series of incredible restaurants in Rome? We decided to find out.

Ad Hoc was our first challenge to our previous favorites in Rome. Me, my mother, and girlfriend were excited. Rated so highly on trip advisor, I was truly expecting something above and beyond the rest.

The evening started well. We walked in without reservations and were seated promptly directly next to the hostess’s desk where they make reservations. The waitress kindly welcomed us, and everything seemed to be going well. The décor was also deliberate, and designed, unlike most of the humble family restaurants in Rome, where you are likely to see the walls decorated with a mosaic of football memorabilia from Forza Roma and photos of Italian movie actors and actresses from the 50s. This was refreshing for Rome, despite the fact that it definitely felt a little forced. 

The only disconcerting thing (so far) was the fact that there wasn’t an Italian customer in sight. A few English speaking customers surrounded us, and a German family was within sight in the other room.

After being seated, we were all served complimentary prossecco. The bread was notably good also. Not a bad start at all. The menu looked exciting as well. It is uncommon in Rome to find a chef willing to experiment. The menu contained twists on local Roman classics, as well as a list of dishes with truffles used as their main flavor and inspiration. I ordered the “Ad Hoc” gnocchi, my mother ordered the cacio e peppe, and my girlfriend ordered the carbonara three ways. We also tried a few appetizers: Roman style artichokes, fried pumpkin flowers, and some fried cheese wrap.

That is where the romance ended. First, one wine we ordered tasted as if it were watered down. I don't know any other way to describe it. We are not exactly wine snobs, but this wine was genuinely awful. We ordered a different wine and it was better, but still bad. The third was decent.

The appetizers, all fried, seemed as if they had been fried earlier and reheated somehow later. One of the fried cheese balls was actually room temperature. 
The food, both appetizers and main courses, were lacking flavor. The textures were off. Everything was slightly warm, but verging on room temperature. Felt reheated. 

The carbonara was very very sad, some of the worst we have ever had. Strange bland gnocchi. Soggy fried appetizers, caricatures of Roman classics.  The best was the caccio e pepe, which was below average. Everything was lacking punch. Depressing attempts at experimental. 

To be blunt, the food was awful. Far below average for Rome, at above average prices.

They also had a bizarre ritual of checking the reservation book before letting people in, even though they obviously knew that there were plenty of open seats. A depressing performance art. 

On the good side, the service was very attentive. Very helpful. No problems with the wait as other reviewers had described.. 

When we left, we were given a free bottle of prosecco. I am not sure if this because they thought we didn't enjoy our experience, but it was appreciated. 

Overall, this place is a tourist trap. There is a reason you don't see Italians here."
France,The Frog at Bercy Village,Negative,Uncomfortbale and disappointing,Mar 2012 •,"My good friend and I decided to try Ad Hoc after many times of walking past after our full days of shopping in the city center. As soon as we walk in we were greeted by a sloppy and tacky shelf of magazines and books that hadn't been organized, dusted or paid any attention to it seemed in ages.  Ignoring this eye sore, we were seated in a tiny room with tables that were so close together that you could hear everything everyone was saying or doing and couldnt sit or eat comfortably. It was also filled with tired tourists, making the restaunt feel less genuine and more phony than one would want. Also, the room was lined with hundreds of dusty wine bottles that were very inconvienently placed at elbow level. So everytime you took a bite to eat you worried you were going to break an assumingly expensive bottle of wine. Also, to fetch a bottle of wine a waitress would have to interupt your dinner to manouevre it off the shelf. Because everything was so cluttered and cramped you felt you had to whisper and watch what you said during dinner so that the entire restaurant wouldn't hear your conversation. Not ok. So trying to ignore the tacky and cramped interior we had only high hopes for the food. The plates came out and  were very lovely, giving any reasonable person an expectaion of a delicious and gourmet meal. Every course was un utter disappointment. The food tasted like a any run of the mill restaurant, absolutely not worth the price, or even half the price. The portions were tiny and mediorcre at best though trying to be pretentious and superior. All night we had no idea who our waitress was and what language to speak to them in, as they kept mixing English and Italian. So to end a compete let down of a night I was brought the absolute worst tiramsu of all time. No exaggeration. It was disgusting. It tasted like watered down american coffee with a dollop of cream on top and soggy bread. I took one bite and pushed it away.  All in all this was a complete waste of money (as the food was insanely expensive), time, and of a perfectly good evening with a girl friend that could have been spent somewhere else more chic, tasty, authentic, and altogether more pleasant and comfortable. If you ask me, go somewhere else!"
France,The Frog at Bercy Village,Negative,Very bad food and service - not worthy the money spent,Nov 2011 •,"You arrived 10 min earlier, and had to wait in the street, because they didn't offer any place to stay inside while waiting- just rude! It was November and very very cold outside.

The waitresses seem to be learning which is not expected in a place with so high prices.

The food quality was poor - I didn't finish my main course because it was unpleasant. Next morning I had an upset tummy.

It was our wedding anniversary, so they offered us a botlle of champagne, before we left, which was nice, but we're so dissapointed by that time, that didn't made the difference."
France,The Frog at Bercy Village,Negative,Pretty dissappointing.,Feb 2022 •,"I actually never write reviews for the restaurants, but for this one i just had to. The reason we decided to check this place out was only because of high ratings  on TA. I am still dissapointed about the choice we've made.Our dinner at this place was...well the right word for it would be BLAH... We have always dined at such wonderful places when visiting Rome before Ad Hoc. The atmosphere was very average and the way they seated people made it more uncomfortable. Do not even think to dress up for this one( even you think u r in Italy) it is very casual and reminded me of a coffee shop. I don't have anything bad to say about the service at our table, but nothing good either! They are really big on truffles on the menu, but that evening they were out of lots of things, so we did not have a lot to choose from.  The wine list is great tho. I did not see any managers on the floor, but the grumpy eastern European  looking man was very noticeable so as an owefully loud woman who was given the recipes to the guests next to us throughout our entire dinner. She was an employee or  my thought an owner and she was  really  loud to the point that I wanted to ask her to tune it down a little. Food was eatable and nothing to write home about till I got the cream brûlée. Instead of a nice and chilled on the inside and brown and crispy on the top I got Hot plate with Sprinckled  sugar on top.... My guess they just put it in the microwave instead of doing it the right way!!! Of course I didn't it touch it and we asked or the check. But no one even asked if something was wrong with it.  We did not complaint and just wanted to forget about an owefull experience , but the top position on TA list of restaurants in Rome is just making me sad again."
France,The Frog at Bercy Village,Negative,Sorry,Feb 2012 •,"I'm afraid we were very let down by this restaurant.
We were left standing at the door for 5 minutes before being seated. We decided on the tasting menu for Land with wine. Although given a glass of prosecco when we were shown to our table, it took 35 minutes before we were served any food. 
Asparagus Roulade was overcooked.
Ravioli with Rabbit Ragout was very salty.
Ad Hoc Gnocchi were hard in the corners and I could have made a better sugo.
Saltimbocca alla Romana tasted like reconstituted meat in a roll.
Tiramisu was waterery and tasteless.
The service was fauning and pretentious.
Although I left alot on my plate uneaten I was never asked why until the dessert.
And finally as we were leaving we were given a cheap bottle of Spumante in a brown paper bag to take away. Why?
The only positive was that the wines were good.
All of this took almost 4 hours.
Would I recommend this restaurant? Absolutely not. Don't waste your time and money. There are far better places to eat in Rome."
France,The Frog at Bercy Village,Negative,rotten starter - no apology. otherwise ok albeit overpriced,Dec 2011 •,"10 of us ate on christmas day at Ad Hoc - we were seated in a seperate area which initally we thought would be good but ended up meaning we were ignored. One of our startes came and as we cut into the pasta dumping it was clear it was rotten (rotten fish is fairly easy to detect) we asked the waitress and she removed the plate without saying anything. our main courses came and they brought another of the starter, now without rotten crab inside but fairly empty because of it - still no apology. my aunt had eaten a piece before realising anything was wrong and was pretty upset about it.
the rest of the meal was ok but very expensive and the service continued to be pretty patchy. we werent offered anything off the bill or a dessert to say sorry - really disappointed"
France,The Frog at Bercy Village,Negative,Overrated. Bad service.,Dec 2011 •,"We walked in with a ressie to an empty restaurant, but for one couple. They jammed us in corner next to them, so we asked to move. She said she ""had to check""! It was absurd. They moved us begrudgingly, and we watched 3 couples get the same treatment. We did not like our food, and were disappointed."
France,The Frog at Bercy Village,Negative,"Very slow, average food, lack of wine, totally over-priced",Dec 2011 •,"Visited Ad Hoc for NYE with my husband and was very disappointed with the evening. It was a set menu with wine pairings for a set price of 190 Euros EACH. We arrived at 8pm and we're greeted with a small glass of prosecco, a nice touch but we then waited 1 hour for our starter and our first glass of wine. The starter was very average. We then waited 2 hours for our main and we we still hadn't had a wine refill so in the end we had to ask the waitress if we could purchase additional wine. The waitress gave us a refill but the fact we had to ask and had had 1 glass of prosecco and 1 glass of wine in 3 hours was just not good enough. The two couples next to us also asked for more wine.  One lady was literally falling asleep at the table. Two other couples were ordering espresso which we assumed was to help them to stay awake.  The main was again very average and cold. The 'sea' menu was mainly just deep fried fish and sea food. We complained again about the time it was taking and the fact that we had been without wine for a further 30 minutes (at least).  The atmosphere was awful and very flat as everyone was so frustrated and had only had 3 glasses of wine all evening so the New Year came and went without many people noticing. The couple next to us were still waiting to be served their main meal after midnight.  We had to complain twice about the time it was taking and the lack of wine which ruined the evening completely as we are not the complaining types. Overall the service was average and very, very slow, at 380 Euros for two it was completely and utterly over priced as the food at best was very average.  We believe the Ad Hoc tasting menu with wine is normally 70 Euros and I think hiking the price up to 190 Euros per person was a mistake as the food, service did not live up to the price. We have eaten at many nice restaurants and would have expected a lot more for a NYE meal for the price they charged. We wish we had popped into a local Trattoria and enjoyed the fireworks and atmosphere in the Pizazza del Popolo. Incidentally, we had planned to watch the fireworks in the Piazza del Popolo but missed them due to the fact that the meal in the end took 5 hours! A very, very disappointing evening."
France,The Frog at Bercy Village,Negative,Poor service,Nov 2011 •,"I can't comment on the food but the service was below par. We didn't have a reservation but it was still on the early side of dinner time. The restaurant had plenty of open tables however we were told they were full. When we asked about a reservation the next night we were told they were full for the next 2 nights, all this without looking at a reservation log book.
Needless to say we didn't try to dine here again."
France,The Frog at Bercy Village,Negative,Unfortunately disappointing,Oct 2011 •,"We reserved a table through the website. This was very comfortable. We received a receipt. The atmorphere of the restaurant is very nice. The waitresses are very friendly, too. But it took very long until we could order. The gave us a complementary glas of prosecco. Overall the food was not really good except for the fettucine with truffels. The main course with meat was not good at all. We returned it to the kitchen. Overall the meal took 3.5 hours which was a lot of waiting. The restaurant was far too expensive for the value. After all the nice food we had in Rome in the small simple restaurants I would not go there again."
France,The Frog at Bercy Village,Negative,Rude and inflexible,Oct 2011 •,"We had a reservation for 4 people, but was joined by a 5th at the last minute. As this was a child we hoped this would not be a problem. This couldn't have been further from the truth. 

The lady that dealt with us could not have been less helpful, in fact she was bordering on rude and aggressive. If our request for an extra chair at the end of a table for 4 was so difficult for a restaurant to handle, fair enough, but at least decline our request in a polite, professional manner... Sadly not the case at Ad Hoc."
France,The Frog at Bercy Village,Negative,Absolutely not best in Rome - Would not return,Oct 2011 •,"With much anticipation we arrived for our reservation.  We were promptly seated, but then the trouble started.  It took nearly an hour for our order to be taken.  Sadly they were out of many menu items, including some featured in the hailed tasting menus.  Our dinner took nearly 4 hours with painfully slow service and most of the time with empty water and wine glasses.  Servers were completely inattentive.  I sensed that the entire dining room was annoyed with the poor service.  Food was OK, but several items on our tasting menu were cold and inedible.  Please save yourself the time and money.  There is absolutely no way that this is the best place in Rome."
France,The Frog at Bercy Village,Negative,Expected the TA rating's and I was disapointed,Feb 2022 •,"Walked in and didn't get in, so made a reservation, confirmed thru e-mail. Arrived on time and they made us feel unwelcomed likethere was no reservation an after all they gave us a terrible table. Next to the waiters station. (never accept that table). They where out of squid and truffle as a welcome. But surprise 50% of the menu had truffle. I asked for help with the wine list. And never got help from the maitre'd and even approached our table. Would never go back."
France,The Frog at Bercy Village,Negative,expensive rubbish,Sept 2011 •,"it took nearly 5 hours for them to complete our meal. They forgot to process our main course!!! Even our coffee took 30mins to arrive. What did they do go to brazil to pick the beans themselves. All this cost us 228€ for 2 of us. The food when it did arrive was average. Not to be recommended, look for where the locals go because it's not here!"
France,The Frog at Bercy Village,Negative,A boring four and a half hours that could have been superb,Oct 2011 •,"We arrived at 08.15 with table booked for 08.30. No problem, made to feel very welcome. Problems started after first course.... I do not think the kitchen was able to cope with the meal orders..... seriously it took them four and a half hours to serve us our meal. The waitresses kept on apologising saying 'would not be long', 'working on yours now', 'yours is next to be cooked', etc.......
I think this is about the only restaurant I have left without leaving a tip.
It could have been superb if the kitchen timing was sorted, but the speed of non service spolit everything."
France,The Frog at Bercy Village,Negative,How can this be the no. 1 restaurant in Rome ???,Oct 2011 •,"There wasn't one Italian person in this place. Only tourist, who like ourselves, read the reviews on tripadvisor and decided to venture there.
While the service was kind (but as the crowd, not local), the food was over trying and disappointing. Nothing close to the traditionally simple and qualitative cuisine you expect in Italy. 
DON'T GO THERE !!!"
France,The Frog at Bercy Village,Negative,lost the touch,Oct 2011 •,"We went there for all the good critics here in tripadvisor, but sadly service was terrible and ambience was boring and 1 hour to serve the appetaizer and one more for the entre. food was ok and the waitress try to be nice but not enough. wouldn´t repit."
France,The Frog at Bercy Village,Negative,TERRIBLE ATTITUDE!!!!DONT GO!!!!,Feb 2022 •,Terrible attitude as soon as walked in!!! Who do they think they are???
France,The Frog at Bercy Village,Negative,This place lacks human decency,Sept 2011 •,"My husband and I are in Rome for our honeymoon and read up on Ad Hoc thinking it would be a nice treat. I made the reservations online and was accepted instantly. We showed up last night at 8pm all dressed up for our reservation when the woman kept going to the back of the restaurant looking it up again while seating other people. The restaurant at this point was empty and stayed that way at least to 8:15pm. It turns out in human error on my part after visiting 3 cities in 10 days I made the reservation for tonight at 8pm instead of last night. They refused to seat us! I ask nicely telling them we are on our honeymoon and all they said was 'so sorry' and escorted us to the door as if we were trying to break in. There was no manager (that I was aware of in sight) as I can't imagine they'd let this behavoir take place. I would also like to add that it was about 85 degrees last night and this place has NO AIR CONDITIONING. A part of us were relieved to not have to eat in that smoltering heat.
After eating a very lovely meal up the street (there are tons of great places to choose from). My husband wanted to walk by Ad Hoc to see if they were 'completely booked'. Although they were more crowded they definitely could have accommodated us. We're from NYC and I honestly could never see this happening there regardless of who made the error. I'm sure this review won't affect anyones desire to try this place, but hopefully it will affect the way their staff treats people."
France,The Frog at Bercy Village,Negative,Stay clear of this place!,Feb 2022 •,"After a 10 day vacation in Italy we wanted to have a really special meal for the last evening (allthough I must admit our holiday was full of special meals...). Having passed the restaurant earlier in the afternoon my husband really liked the interior, and I liked that they had lobster w honeyglazed lemon on the menue, so we decided to eat there if they had a free table for us. Returning later in the evening we were greeted by a very friendly waitress and yes, they had room for us. Plenty of empty tables that evening actually (Sunday Nov. 7). Since we had been really overeating the whole trip, and I hadn´t read any reviews on this restaurant, we decided to just go for the ""secondi piatti"" and skip the antipasti. Well, good for us that we did. We did get the complementary sparkling white whine, and then went for the lobster on my part, and four try-out meat-courses for hubby.  I agree with others, the servings were really small, and our consolation in that respect was that we were in need of dieting anyway. Plates were cold, sucking the warmth out of the food. My lobster was pieces of lobster served on a square of cold, dry rice. Lobster was ok, as the strings of honey-glazed lemons. As a side order we had green asparagus with parmeggiano cheese; the asparagus wasn´t quite done so hard to chew, and the parmeggiano? Well, I am no expert, but it tasted like generic if there is such a thing when it comes to parmeggiano. Dry and tasteless! My husband's glass of wine was more like one fourth glass, and measured digitally, mind you! We wew served a basket of bread with the food without asking for it, and really didn´t touch it, but lo and behold: they charged us for the bread!!! Not even in the cheapest joint! But here, oh yes, and 3 € it was! By the time we were actually finished and served the bill by the ever-sweet waitress and noticed this we could only laugh! Thank God for speaking an unusual language (Swedish) and being able to laugh and comment on this experience at the spot.  The whole time a v ery unpleasant unsmiling man (the owner?) kept lurching in and out from the back of the restaurant. At one point one of teh waitresses seemed to try to cheer him up a bit by wrapping herself intimately around him in the back room behind our table (my seating position made it impossible for me not to notice), but to no avail. He remained very serous end stern. Everytime one of the waitresses received money from a guest he popped out to take it and check the bill, so strange, and it semed our waitress was a bit uncomfortable with this. If so eager, why didn´t he do the charging himself? All in all, a total flop for the prices they charge. There are so many other good restaurants in Rome, so do avoid this one !"
France,The Frog at Bercy Village,Negative,Lots of fancy talk about their food and wines.All talk----no substance.,Feb 2022 •,"Agree with all previous negative reviews.Arrived 6.20PM for6.30 reservation and told to WALK ROUND THE BLOCK FOR 10 TO 15 MINUTES. Had SEA TASTER MENU. All fancy talk but quantities MINUTE.Without being told I would not have known what Iwas 
eating in many cases.Put all courses together and might just fill a plate.BY THE WAY I am in my SEVENTIES and do not eat large courses but these were ridiculous."
France,The Frog at Bercy Village,Negative,SHAMEFUL,Feb 2022 •,"It was just a SHAME!

We waited for our starters for almost one hour! Just because they told us they were cutting by hand our Salumi, including Serrano Ham. I come from Spain, where, in quarter an hour you can have at least 6 traies of fresh-cut serrano ham!!! and when we told tthe waitress how slow they were she replied as if we where the guilty ones who had chosen that starter and knew how long it took it to prepare it! (on top of that the ham wasn`t even good)
Moreover it took us half an hour to have the bill!!
For God`s sake! I really encourage you not to go there!!!"
France,The Frog at Bercy Village,Negative,disappointing - after reading such great reviews,Feb 2022 •,"I was in Rome this weekend and i had booked a table here 2 weeks prior to me arriving.
Their website stated that you would be welcomed with a glass of Prosecco (f.o.c), well we were not.
We were put at a table and left, then the waitress came back and asked if we would like some water. We were then left alone again.
While we were sat waiting for the menu and wine menu, we had an Italian couple come and sit next to us. Within seconds they had 2 glasses of Prosecco and all the menus they could ask for.
When the waitress returned she gave us our menu and said she would be back in 5, (we had been there for 20 mins) to take our order. At this point i decided not to stay and when the waitress returned i said could we pay for the water, and we were leaving.
When she asked why i stated that it was because i felt as if i had been treated like an idiot. Stating that thier website says they offer a free glass of Prosecco as a welcome gift, and we hadnt recieved one (when the couple on the next table did), she said that it was not a problem and offered to get us a glass, but that wasnt the point. I also said that we hadnt been given a menu for a while and i just felt that because i wasnt Italian that i was being treated unfairly ...... ( I happen to have proposed to my girlfriend earlier on in the day and was really looking forward to a lovely meal) which we did have elsewhere.
Sorry to be a bummer but i was gutted.."
France,The Frog at Bercy Village,Negative,Ad Hoc - yes some of the details of this restaurant are ad hoc,Feb 2022 •,We had a fab break in Rome for my 40th; the meal at Glass Hostaria was a highlight and we hoped for the same the following night at Ad Hoc as we'd read so many good reviews but it failed to reach our expectations. The maitre d'/sommelier seemed knowledgable and efficient but the dishes just did not deliver; I had the sea bass which had been taken off the bone badly so I was fishing out needle bones all through the meal and the nice potatoes they served with it were cold. My husband had a steak which was fine and a side order of fried potatoes which turned out to be frozen chips! We waited 40 minutes for the bill and I don't think for a bill of over £120 frozen anything is acceptable.
France,The Frog at Bercy Village,Negative,“Ad hoc” rudeness!,Jun 2024 •,"“Ad hoc” rudeness!!!
Terrible restaurant, rude and presumptuous staff!!! Poor food with portions of a starred restaurant even if it doesn't have any stars! Not recommended especially for foreign tourists!"
France,The Frog at Bercy Village,Negative,How not to be disappointed?,May 2024 •,"It was presented to us as one of the best Roman restaurants.
But had it not been for the setting, with so many beautiful bottles on the walls, and the kindness of the service, there was nothing but disappointment on the plate, whether it was the zucchini flowers with ricotta or the fresh pasta with summer truffles, tasteless and spoiled by the presence of useless grass. We will salute the Ornellaia which allowed us to dine on a more festive note."
France,The Frog at Bercy Village,Negative,Overrated and touristy,Mar 2024 •,"Unfortunately the food was just average. No dish was really convincing. The greeting from the kitchen was okay but not a highlight in terms of taste.

The tartare had a bland taste and relied on the fact that it was served with truffles. The artichoke stuffed with yarn didn't actually taste like anything.

The carbonara tasted good but was a bit too salty.

Unfortunately, the desserts were completely ill-thought out. I had mine returned too.

All dishes lack that certain something.

The wine list was great. Unfortunately the selection of open wines was not good."
France,The Frog at Bercy Village,Negative,Bad tasting food difficult to digest,Oct 2023 •,"We didn't like the food that much.

The starters were tasteless

and hard to digest.

The pasta was nothing special.

The main course was cooked for too long.

The dessert was too creamy.

Overall, the food was nice to look at

but lacked finesse in terms of taste.

We didn't like the food at all and therefore had a restless night"
France,The Frog at Bercy Village,Negative,Pretty dissappointing.,Feb 2022 •,"I actually never write reviews for the restaurants, but for this one i just had to. The reason we decided to check this place out was only because of high ratings  on TA. I am still dissapointed about the choice we've made.Our dinner at this place was...well the right word for it would be BLAH... We have always dined at such wonderful places when visiting Rome before Ad Hoc. The atmosphere was very average and the way they seated people made it more uncomfortable. Do not even think to dress up for this one( even you think u r in Italy) it is very casual and reminded me of a coffee shop. I don't have anything bad to say about the service at our table, but nothing good either! They are really big on truffles on the menu, but that evening they were out of lots of things, so we did not have a lot to choose from.  The wine list is great tho. I did not see any managers on the floor, but the grumpy eastern European  looking man was very noticeable so as an owefully loud woman who was given the recipes to the guests next to us throughout our entire dinner. She was an employee or  my thought an owner and she was  really  loud to the point that I wanted to ask her to tune it down a little. Food was eatable and nothing to write home about till I got the cream brûlée. Instead of a nice and chilled on the inside and brown and crispy on the top I got Hot plate with Sprinckled  sugar on top.... My guess they just put it in the microwave instead of doing it the right way!!! Of course I didn't it touch it and we asked or the check. But no one even asked if something was wrong with it.  We did not complaint and just wanted to forget about an owefull experience , but the top position on TA list of restaurants in Rome is just making me sad again."
France,The Frog at Bercy Village,Negative,Sorry,Feb 2012 •,"I'm afraid we were very let down by this restaurant.
We were left standing at the door for 5 minutes before being seated. We decided on the tasting menu for Land with wine. Although given a glass of prosecco when we were shown to our table, it took 35 minutes before we were served any food. 
Asparagus Roulade was overcooked.
Ravioli with Rabbit Ragout was very salty.
Ad Hoc Gnocchi were hard in the corners and I could have made a better sugo.
Saltimbocca alla Romana tasted like reconstituted meat in a roll.
Tiramisu was waterery and tasteless.
The service was fauning and pretentious.
Although I left alot on my plate uneaten I was never asked why until the dessert.
And finally as we were leaving we were given a cheap bottle of Spumante in a brown paper bag to take away. Why?
The only positive was that the wines were good.
All of this took almost 4 hours.
Would I recommend this restaurant? Absolutely not. Don't waste your time and money. There are far better places to eat in Rome."
France,The Frog at Bercy Village,Negative,rotten starter - no apology. otherwise ok albeit overpriced,Dec 2011 •,"10 of us ate on christmas day at Ad Hoc - we were seated in a seperate area which initally we thought would be good but ended up meaning we were ignored. One of our startes came and as we cut into the pasta dumping it was clear it was rotten (rotten fish is fairly easy to detect) we asked the waitress and she removed the plate without saying anything. our main courses came and they brought another of the starter, now without rotten crab inside but fairly empty because of it - still no apology. my aunt had eaten a piece before realising anything was wrong and was pretty upset about it.
the rest of the meal was ok but very expensive and the service continued to be pretty patchy. we werent offered anything off the bill or a dessert to say sorry - really disappointed"
France,The Frog at Bercy Village,Negative,Overrated. Bad service.,Dec 2011 •,"We walked in with a ressie to an empty restaurant, but for one couple. They jammed us in corner next to them, so we asked to move. She said she ""had to check""! It was absurd. They moved us begrudgingly, and we watched 3 couples get the same treatment. We did not like our food, and were disappointed."
France,The Frog at Bercy Village,Negative,"Very slow, average food, lack of wine, totally over-priced",Dec 2011 •,"Visited Ad Hoc for NYE with my husband and was very disappointed with the evening. It was a set menu with wine pairings for a set price of 190 Euros EACH. We arrived at 8pm and we're greeted with a small glass of prosecco, a nice touch but we then waited 1 hour for our starter and our first glass of wine. The starter was very average. We then waited 2 hours for our main and we we still hadn't had a wine refill so in the end we had to ask the waitress if we could purchase additional wine. The waitress gave us a refill but the fact we had to ask and had had 1 glass of prosecco and 1 glass of wine in 3 hours was just not good enough. The two couples next to us also asked for more wine.  One lady was literally falling asleep at the table. Two other couples were ordering espresso which we assumed was to help them to stay awake.  The main was again very average and cold. The 'sea' menu was mainly just deep fried fish and sea food. We complained again about the time it was taking and the fact that we had been without wine for a further 30 minutes (at least).  The atmosphere was awful and very flat as everyone was so frustrated and had only had 3 glasses of wine all evening so the New Year came and went without many people noticing. The couple next to us were still waiting to be served their main meal after midnight.  We had to complain twice about the time it was taking and the lack of wine which ruined the evening completely as we are not the complaining types. Overall the service was average and very, very slow, at 380 Euros for two it was completely and utterly over priced as the food at best was very average.  We believe the Ad Hoc tasting menu with wine is normally 70 Euros and I think hiking the price up to 190 Euros per person was a mistake as the food, service did not live up to the price. We have eaten at many nice restaurants and would have expected a lot more for a NYE meal for the price they charged. We wish we had popped into a local Trattoria and enjoyed the fireworks and atmosphere in the Pizazza del Popolo. Incidentally, we had planned to watch the fireworks in the Piazza del Popolo but missed them due to the fact that the meal in the end took 5 hours! A very, very disappointing evening."
France,The Frog at Bercy Village,Negative,Poor service,Nov 2011 •,"I can't comment on the food but the service was below par. We didn't have a reservation but it was still on the early side of dinner time. The restaurant had plenty of open tables however we were told they were full. When we asked about a reservation the next night we were told they were full for the next 2 nights, all this without looking at a reservation log book.
Needless to say we didn't try to dine here again."
France,The Frog at Bercy Village,Negative,Unfortunately disappointing,Oct 2011 •,"We reserved a table through the website. This was very comfortable. We received a receipt. The atmorphere of the restaurant is very nice. The waitresses are very friendly, too. But it took very long until we could order. The gave us a complementary glas of prosecco. Overall the food was not really good except for the fettucine with truffels. The main course with meat was not good at all. We returned it to the kitchen. Overall the meal took 3.5 hours which was a lot of waiting. The restaurant was far too expensive for the value. After all the nice food we had in Rome in the small simple restaurants I would not go there again."
France,The Frog at Bercy Village,Negative,Rude and inflexible,Oct 2011 •,"We had a reservation for 4 people, but was joined by a 5th at the last minute. As this was a child we hoped this would not be a problem. This couldn't have been further from the truth. 

The lady that dealt with us could not have been less helpful, in fact she was bordering on rude and aggressive. If our request for an extra chair at the end of a table for 4 was so difficult for a restaurant to handle, fair enough, but at least decline our request in a polite, professional manner... Sadly not the case at Ad Hoc."
France,The Frog at Bercy Village,Negative,Absolutely not best in Rome - Would not return,Oct 2011 •,"With much anticipation we arrived for our reservation.  We were promptly seated, but then the trouble started.  It took nearly an hour for our order to be taken.  Sadly they were out of many menu items, including some featured in the hailed tasting menus.  Our dinner took nearly 4 hours with painfully slow service and most of the time with empty water and wine glasses.  Servers were completely inattentive.  I sensed that the entire dining room was annoyed with the poor service.  Food was OK, but several items on our tasting menu were cold and inedible.  Please save yourself the time and money.  There is absolutely no way that this is the best place in Rome."
