SalesID,SalesPersonID,CustomerID,ProductID,Quantity
1252,21,9000,90,90
1253,15,10700,107,107
1254,8,12300,123,123
1255,2,14000,140,140
1256,15,15300,153,153
1257,9,17000,170,170
1258,3,18700,187,187
1259,16,241,200,200
1260,10,1941,217,217
1261,3,3541,233,233
1262,20,5241,250,250
1263,10,6541,263,263
1264,4,8241,280,280
1265,21,9941,297,297
1266,11,11241,310,310
1267,5,12941,327,327
1268,18,14241,340,340
1269,12,15941,357,357
1270,5,17541,373,373
1271,22,19241,390,390
1272,12,782,403,403
1273,6,2482,420,420
1274,1,4182,437,437
1275,13,5482,450,450
1276,7,7182,467,467
1277,1,8782,483,483
1278,17,10482,500,500
1279,7,11782,9,513
1280,1,13482,26,530
1281,18,15182,43,547
1282,8,16482,56,560
1283,2,18182,73,577
1284,15,19482,86,590
1285,9,1423,103,607
1286,2,3023,119,623
1287,19,4723,136,640
1288,9,6023,149,653
1289,3,7723,166,670
1290,20,9423,183,687
1291,10,10723,196,700
1292,4,12423,213,717
1293,20,14023,229,733
1294,14,15723,246,750
1295,4,17023,259,763
1296,21,18723,276,780
1297,15,664,293,797
1298,5,1964,306,810
1299,22,3664,323,827
1300,12,4964,336,840
1301,6,6664,353,857
1302,22,8264,369,873
1303,16,9964,386,890
1304,6,11264,399,903
1305,1,12964,416,920
1306,17,14664,433,937
1307,7,15964,446,950
1308,1,17664,463,967
1309,17,19264,479,983
1310,1,1,1,11
1311,13,1300,13,13
1312,7,3000,30,30
1313,1,4700,47,47
1314,14,6000,60,60
1315,8,7700,77,77
1316,21,9000,90,90
1317,15,10700,107,107
1318,8,12300,123,123
1319,2,14000,140,140
1320,15,15300,153,153
1321,9,17000,170,170
1322,3,18700,187,187
1323,16,241,200,200
1324,10,1941,217,217
1325,3,3541,233,233
1326,20,5241,250,250
1327,10,6541,263,263
1328,4,8241,280,280
1329,21,9941,297,297
1330,11,11241,310,310
1331,5,12941,327,327
1332,18,14241,340,340
1333,12,15941,357,357
1334,5,17541,373,373
1335,22,19241,390,390
1336,12,782,403,403
1337,6,2482,420,420
1338,1,4182,437,437
1339,13,5482,450,450
1340,7,7182,467,467
1341,1,8782,483,483
1342,17,10482,500,500
1343,7,11782,9,513
1344,1,13482,26,530
1345,18,15182,43,547
1346,8,16482,56,560
1347,2,18182,73,577
1348,15,19482,86,590
1349,9,1423,103,607
1350,2,3023,119,623
1351,19,4723,136,640
1352,9,6023,149,653
1353,3,7723,166,670
1354,20,9423,183,687
1355,10,10723,196,700
1356,4,12423,213,717
1357,20,14023,229,733
1358,14,15723,246,750
1359,4,17023,259,763
1360,21,18723,276,780
1361,15,664,293,797
1362,5,1964,306,810
1363,22,3664,323,827
1364,12,4964,336,840
1365,6,6664,353,857
1366,22,8264,369,873
1367,16,9964,386,890
1368,6,11264,399,903
1369,1,12964,416,920
1370,17,14664,433,937
1371,7,15964,446,950
1372,1,17664,463,967
1373,17,19264,479,983
1374,1,1,1,11
1375,13,1300,13,13
1376,7,3000,30,30
1377,1,4700,47,47
1378,14,6000,60,60
1379,8,7700,77,77
1380,21,9000,90,90
1381,15,10700,107,107
1382,8,12300,123,123
1383,2,14000,140,140
1384,15,15300,153,153
1385,9,17000,170,170
1386,3,18700,187,187
1387,16,241,200,200
1388,10,1941,217,217
1389,3,3541,233,233
1390,10,6541,263,263
1391,21,9941,297,297
1392,11,11241,310,310
1393,5,12941,327,327
1394,18,14241,340,340
1395,12,15941,357,357
1396,5,17541,373,373
1397,22,19241,390,390
1398,12,782,403,403
1399,6,2482,420,420
1400,1,4182,437,437
1401,13,5482,450,450
1402,7,7182,467,467
1403,1,8782,483,483
1404,17,10482,500,500
1405,7,11782,9,513
1406,1,13482,26,530
1407,18,15182,43,547
1408,8,16482,56,560
1409,2,18182,73,577
1410,15,19482,86,590
1411,9,1423,103,607
1412,2,3023,119,623
1413,19,4723,136,640
1414,9,6023,149,653
1415,3,7723,166,670
1416,20,9423,183,687
1417,10,10723,196,700
1418,4,12423,213,717
1419,20,14023,229,733
1420,14,15723,246,750
1421,4,17023,259,763
1422,21,18723,276,780
1423,15,664,293,797
1424,5,1964,306,810
1425,22,3664,323,827
1426,12,4964,336,840
1427,6,6664,353,857
1428,22,8264,369,873
1429,16,9964,386,890
1430,6,11264,399,903
1431,1,12964,416,920
1432,17,14664,433,937
1433,7,15964,446,950
1434,1,17664,463,967
1435,17,19264,479,983
1436,1,1,1,11
1437,13,1300,13,13
1438,7,3000,30,30
1439,1,4700,47,47
1440,14,6000,60,60
1441,8,7700,77,77
1442,21,9000,90,90
1443,15,10700,107,107
1444,8,12300,123,123
1445,2,14000,140,140
1446,15,15300,153,153
1447,9,17000,170,170
1448,3,18700,187,187
1449,16,241,200,200
1450,10,1941,217,217
1451,3,3541,233,233
1452,20,5241,250,250
1453,10,6541,263,263
1454,4,8241,280,280
1455,21,9941,297,297
1456,11,11241,310,310
1457,5,12941,327,327
1458,18,14241,340,340
1459,12,15941,357,357
1460,5,17541,373,373
1461,22,19241,390,390
1462,12,782,403,403
1463,6,2482,420,420
1464,1,4182,437,437
1465,13,5482,450,450
1466,7,7182,467,467
1467,1,8782,483,483
1468,17,10482,500,500
1469,7,11782,9,513
1470,1,13482,26,530
1471,18,15182,43,547
1472,8,16482,56,560
1473,2,18182,73,577
1474,15,19482,86,590
1475,9,1423,103,607
1476,2,3023,119,623
1477,19,4723,136,640
1478,9,6023,149,653
1479,3,7723,166,670
1480,20,9423,183,687
1481,10,10723,196,700
1482,4,12423,213,717
1483,20,14023,229,733
1484,14,15723,246,750
1485,4,17023,259,763
1486,21,18723,276,780
1487,15,664,293,797
1488,5,1964,306,810
1489,22,3664,323,827
1490,12,4964,336,840
1491,6,6664,353,857
1492,22,8264,369,873
1493,16,9964,386,890
1494,6,11264,399,903
1495,1,12964,416,920
1496,17,14664,433,937
1497,7,15964,446,950
1498,1,17664,463,967
1499,17,19264,479,983
1500,1,1,1,11
1501,13,1300,13,13
1502,7,3000,30,30
1503,1,4700,47,47
1504,14,6000,60,60
1505,8,7700,77,77
1506,21,9000,90,90
1507,15,10700,107,107
1508,8,12300,123,123
1509,2,14000,140,140
1510,15,15300,153,153
1511,9,17000,170,170
1512,3,18700,187,187
1513,16,241,200,200
1514,10,1941,217,217
1515,3,3541,233,233
1516,20,5241,250,250
1517,10,6541,263,263
1518,4,8241,280,280
1519,21,9941,297,297
1520,11,11241,310,310
1521,5,12941,327,327
1522,18,14241,340,340
1523,12,15941,357,357
1524,5,17541,373,373
1525,22,19241,390,390
1526,12,782,403,403
1527,6,2482,420,420
1528,1,4182,437,437
1529,13,5482,450,450
1530,7,7182,467,467
1531,1,8782,483,483
1532,17,10482,500,500
1533,7,11782,9,513
1534,1,13482,26,530
1535,18,15182,43,547
1536,8,16482,56,560
1537,2,18182,73,577
1538,15,19482,86,590
1539,9,1423,103,607
1540,2,3023,119,623
1541,19,4723,136,640
1542,9,6023,149,653
1543,3,7723,166,670
1544,20,9423,183,687
1545,10,10723,196,700
1546,4,12423,213,717
1547,20,14023,229,733
1548,14,15723,246,750
1549,4,17023,259,763
1550,21,18723,276,780
1551,15,664,293,797
1552,5,1964,306,810
1553,22,3664,323,827
1554,12,4964,336,840
1555,6,6664,353,857
1556,22,8264,369,873
1557,16,9964,386,890
1558,6,11264,399,903
1559,1,12964,416,920
1560,17,14664,433,937
1561,7,15964,446,950
1562,1,17664,463,967
1563,17,19264,479,983
1564,1,1,1,11
1565,13,1300,13,13
1566,7,3000,30,30
1567,1,4700,47,47
1568,14,6000,60,60
1569,8,7700,77,77
1570,21,9000,90,90
1571,15,10700,107,107
1572,8,12300,123,123
1573,2,14000,140,140
1574,15,15300,153,153
1575,9,17000,170,170
1576,3,18700,187,187
1577,16,241,200,200
1578,10,1941,217,217
1579,3,3541,233,233
1580,20,5241,250,250
1581,10,6541,263,263
1582,4,8241,280,280
1583,21,9941,297,297
1584,11,11241,310,310
1585,5,12941,327,327
1586,18,14241,340,340
1587,12,15941,357,357
1588,5,17541,373,373
1589,22,19241,390,390
1590,12,782,403,403
1591,6,2482,420,420
1592,1,4182,437,437
1593,13,5482,450,450
1594,7,7182,467,467
1595,1,8782,483,483
1596,17,10482,500,500
1597,7,11782,9,513
1598,1,13482,26,530
1599,18,15182,43,547
1600,8,16482,56,560
1601,2,18182,73,577
1602,15,19482,86,590
1603,9,1423,103,607
1604,2,3023,119,623
1605,19,4723,136,640
1606,9,6023,149,653
1607,3,7723,166,670
1608,20,9423,183,687
1609,10,10723,196,700
1610,4,12423,213,717
1611,20,14023,229,733
1612,14,15723,246,750
1613,4,17023,259,763
1614,21,18723,276,780
1615,15,664,293,797
1616,5,1964,306,810
1617,22,3664,323,827
1618,12,4964,336,840
1619,6,6664,353,857
1620,22,8264,369,873
1621,16,9964,386,890
1622,6,11264,399,903
1623,1,12964,416,920
1624,17,14664,433,937
1625,7,15964,446,950
1626,1,17664,463,967
1627,17,19264,479,983
1628,1,1,1,11
1629,13,1300,13,13
1630,7,3000,30,30
1631,1,4700,47,47
1632,14,6000,60,60
1633,8,7700,77,77
1634,21,9000,90,90
1635,15,10700,107,107
1636,8,12300,123,123
1637,2,14000,140,140
1638,15,15300,153,153
1639,9,17000,170,170
1640,3,18700,187,187
1641,16,241,200,200
1642,10,1941,217,217
1643,3,3541,233,233
1644,20,5241,250,250
1645,10,6541,263,263
1646,4,8241,280,280
1647,21,9941,297,297
1648,11,11241,310,310
1649,5,12941,327,327
1650,18,14241,340,340
1651,12,15941,357,357
1652,5,17541,373,373
1653,22,19241,390,390
1654,12,782,403,403
1655,6,2482,420,420
1656,1,4182,437,437
1657,13,5482,450,450
1658,7,7182,467,467
1659,1,8782,483,483
1660,17,10482,500,500
1661,7,11782,9,513
1662,1,13482,26,530
1663,18,15182,43,547
1664,8,16482,56,560
1665,2,18182,73,577
1666,15,19482,86,590
1667,9,1423,103,607
1668,2,3023,119,623
1669,19,4723,136,640
1670,9,6023,149,653
1671,3,7723,166,670
1672,20,9423,183,687
1673,10,10723,196,700
1674,4,12423,213,717
1675,20,14023,229,733
1676,14,15723,246,750
1677,4,17023,259,763
1678,21,18723,276,780
1679,15,664,293,797
1680,5,1964,306,810
1681,22,3664,323,827
1682,12,4964,336,840
1683,6,6664,353,857
1684,22,8264,369,873
1685,16,9964,386,890
1686,6,11264,399,903
1687,1,12964,416,920
1688,17,14664,433,937
1689,7,15964,446,950
1690,1,17664,463,967
1691,17,19264,479,983
1692,1,1,1,11
1693,13,1300,13,13
1694,7,3000,30,30
1695,1,4700,47,47
1696,14,6000,60,60
1697,8,7700,77,77
1698,21,9000,90,90
1699,15,10700,107,107
1700,8,12300,123,123
1701,2,14000,140,140
1702,15,15300,153,153
1703,9,17000,170,170
1704,3,18700,187,187
1705,16,241,200,200
1706,10,1941,217,217
1707,3,3541,233,233
1708,20,5241,250,250
1709,10,6541,263,263
1710,4,8241,280,280
1711,21,9941,297,297
1712,11,11241,310,310
1713,5,12941,327,327
1714,18,14241,340,340
1715,12,15941,357,357
1716,5,17541,373,373
1717,22,19241,390,390
1718,12,782,403,403
1719,6,2482,420,420
1720,1,4182,437,437
1721,13,5482,450,450
1722,7,7182,467,467
1723,1,8782,483,483
1724,17,10482,500,500
1725,7,11782,9,513
1726,1,13482,26,530
1727,18,15182,43,547
1728,8,16482,56,560
1729,2,18182,73,577
1730,15,19482,86,590
1731,9,1423,103,607
1732,2,3023,119,623
1733,19,4723,136,640
1734,9,6023,149,653
1735,3,7723,166,670
1736,20,9423,183,687
1737,10,10723,196,700
1738,4,12423,213,717
1739,20,14023,229,733
1740,14,15723,246,750
1741,4,17023,259,763
1742,21,18723,276,780
1743,15,664,293,797
1744,5,1964,306,810
1745,22,3664,323,827
1746,12,4964,336,840
1747,6,6664,353,857
1748,22,8264,369,873
1749,16,9964,386,890
1750,6,11264,399,903
1751,1,12964,416,920
1752,17,14664,433,937
1753,7,15964,446,950
1754,1,17664,463,967
1755,17,19264,479,983
1756,1,1,1,11
1757,13,1300,13,13
1758,7,3000,30,30
1759,1,4700,47,47
1760,14,6000,60,60
1761,8,7700,77,77
1762,21,9000,90,90
1763,15,10700,107,107
1764,8,12300,123,123
1765,2,14000,140,140
1766,15,15300,153,153
1767,9,17000,170,170
1768,3,18700,187,187
1769,16,241,200,200
1770,10,1941,217,217
1771,3,3541,233,233
1772,20,5241,250,250
1773,10,6541,263,263
1774,4,8241,280,280
1775,21,9941,297,297
1776,11,11241,310,310
1777,5,12941,327,327
1778,18,14241,340,340
1779,12,15941,357,357
1780,5,17541,373,373
1781,22,19241,390,390
1782,12,782,403,403
1783,6,2482,420,420
1784,1,4182,437,437
1785,13,5482,450,450
1786,7,7182,467,467
1787,1,8782,483,483
1788,17,10482,500,500
1789,7,11782,9,513
1790,1,13482,26,530
1791,18,15182,43,547
1792,8,16482,56,560
1793,2,18182,73,577
1794,15,19482,86,590
1795,9,1423,103,607
1796,2,3023,119,623
1797,19,4723,136,640
1798,9,6023,149,653
1799,3,7723,166,670
1800,20,9423,183,687
1801,10,10723,196,700
1802,4,12423,213,717
1803,20,14023,229,733
1804,14,15723,246,750
1805,4,17023,259,763
1806,21,18723,276,780
1807,15,664,293,797
1808,5,1964,306,810
1809,22,3664,323,827
1810,12,4964,336,840
1811,6,6664,353,857
1812,22,8264,369,873
1813,16,9964,386,890
1814,6,11264,399,903
1815,1,12964,416,920
1816,17,14664,433,937
1817,7,15964,446,950
1818,1,17664,463,967
1819,17,19264,479,983
1820,1,1,1,11
1821,13,1300,13,13
1822,7,3000,30,30
1823,1,4700,47,47
1824,14,6000,60,60
1825,8,7700,77,77
1826,21,9000,90,90
1827,15,10700,107,107
1828,8,12300,123,123
1829,2,14000,140,140
1830,15,15300,153,153
1831,9,17000,170,170
1832,3,18700,187,187
1833,16,241,200,200
1834,10,1941,217,217
1835,3,3541,233,233
1836,20,5241,250,250
1837,10,6541,263,263
1838,4,8241,280,280
1839,21,9941,297,297
1840,11,11241,310,310
1841,5,12941,327,327
1842,18,14241,340,340
1843,12,15941,357,357
1844,5,17541,373,373
1845,22,19241,390,390
1846,12,782,403,403
1847,6,2482,420,420
1848,1,4182,437,437
1849,13,5482,450,450
1850,7,7182,467,467
1851,1,8782,483,483
1852,17,10482,500,500
1853,7,11782,9,513
1854,1,13482,26,530
1855,18,15182,43,547
1856,8,16482,56,560
1857,2,18182,73,577
1858,15,19482,86,590
1859,9,1423,103,607
1860,2,3023,119,623
1861,19,4723,136,640
1862,9,6023,149,653
1863,3,7723,166,670
1864,20,9423,183,687
1865,10,10723,196,700
1866,4,12423,213,717
1867,20,14023,229,733
1868,14,15723,246,750
1869,4,17023,259,763
1870,21,18723,276,780
1871,15,664,293,797
1872,5,1964,306,810
1873,22,3664,323,827
1874,12,4964,336,840
1875,6,6664,353,857
1876,22,8264,369,873
1877,16,9964,386,890
1878,6,11264,399,903
1879,1,12964,416,920
1880,17,14664,433,937
1881,7,15964,446,950
1882,1,17664,463,967
1883,17,19264,479,983
1884,1,1,1,11
1885,13,1300,13,13
1886,7,3000,30,30
1887,1,4700,47,47
1888,14,6000,60,60
1889,8,7700,77,77
1890,21,9000,90,90
1891,15,10700,107,107
1892,8,12300,123,123
1893,2,14000,140,140
1894,15,15300,153,153
1895,9,17000,170,170
1896,3,18700,187,187
1897,16,241,200,200
1898,10,1941,217,217
1899,3,3541,233,233
1900,20,5241,250,250
1901,10,6541,263,263
1902,4,8241,280,280
1903,21,9941,297,297
1904,11,11241,310,310
1905,5,12941,327,327
1906,18,14241,340,340
1907,12,15941,357,357
1908,5,17541,373,373
1909,22,19241,390,390
1910,12,782,403,403
1911,6,2482,420,420
1912,1,4182,437,437
1913,13,5482,450,450
1914,7,7182,467,467
1915,1,8782,483,483
1916,17,10482,500,500
1917,7,11782,9,513
1918,1,13482,26,530
1919,18,15182,43,547
1920,8,16482,56,560
1921,2,18182,73,577
1922,15,19482,86,590
1923,9,1423,103,607
1924,2,3023,119,623
1925,19,4723,136,640
1926,9,6023,149,653
1927,3,7723,166,670
1928,20,9423,183,687
1929,10,10723,196,700
1930,4,12423,213,717
1931,20,14023,229,733
1932,14,15723,246,750
1933,4,17023,259,763
1934,21,18723,276,780
1935,15,664,293,797
1936,5,1964,306,810
1937,22,3664,323,827
1938,12,4964,336,840
1939,6,6664,353,857
1940,22,8264,369,873
1941,16,9964,386,890
1942,6,11264,399,903
1943,1,12964,416,920
1944,17,14664,433,937
1945,7,15964,446,950
1946,1,17664,463,967
1947,17,19264,479,983
1948,1,1,1,11
1949,13,1300,13,13
1950,7,3000,30,30
1951,1,4700,47,47
1952,14,6000,60,60
1953,8,7700,77,77
1954,21,9000,90,90
1955,15,10700,107,107
1956,8,12300,123,123
1957,2,14000,140,140
1958,15,15300,153,153
1959,9,17000,170,170
1960,3,18700,187,187
1961,16,241,200,200
1962,10,1941,217,217
1963,3,3541,233,233
1964,20,5241,250,250
1965,10,6541,263,263
1966,4,8241,280,280
1967,21,9941,297,297
1968,11,11241,310,310
1969,5,12941,327,327
1970,18,14241,340,340
1971,12,15941,357,357
1972,5,17541,373,373
1973,22,19241,390,390
1974,12,782,403,403
1975,6,2482,420,420
1976,1,4182,437,437
1977,13,5482,450,450
1978,7,7182,467,467
1979,1,8782,483,483
1980,17,10482,500,500
1981,7,11782,9,513
1982,1,13482,26,530
1983,18,15182,43,547
1984,8,16482,56,560
1985,2,18182,73,577
1986,15,19482,86,590
1987,9,1423,103,607
1988,2,3023,119,623
1989,19,4723,136,640
1990,9,6023,149,653
1991,3,7723,166,670
1992,20,9423,183,687
1993,10,10723,196,700
1994,4,12423,213,717
1995,20,14023,229,733
1996,14,15723,246,750
1997,4,17023,259,763
1998,21,18723,276,780
1999,15,664,293,797
2000,5,1964,306,810
